Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
64,Ilias Akhomach,ma MAR,MF,MF,Villarreal,es La Liga,21,2004,2.1,0,6,2,33.3,2.87,0.96,0,0,0,0
65,Ilias Akhomach,ma MAR,MFFW,MF,Rayo Vallecano,es La Liga,21,2004,7.9,0,18,6,33.3,2.28,0.76,0,0,0,0
66,Ebenezer Akinsanmiro,ng NGA,MF,MF,Pisa,it Serie A,20,2004,16,0,13,3,23.1,0.81,0.19,0,0,0,0
67,Maghnes Akliouche,fr FRA,MFFW,MF,Monaco,fr Ligue 1,23,2002,26.7,6,48,19,39.6,1.8,0.71,0.13,0.32,0,0
68,Clément Akpa,ci CIV,DF,DF,Auxerre,fr Ligue 1,23,2001,21.6,0,6,0,0,0.28,0,0,0,0,0
69,Jean-Daniel Akpa-Akpro,ci CIV,MF,MF,Hellas Verona,it Serie A,32,1992,16.7,1,13,4,30.8,0.78,0.24,0.08,0.25,0,0
70,Kevin Akpoguma,ng NGA,DF,DF,Hoffenheim,de Bundesliga,30,1995,0.7,0,0,0,0,0,0,0,0,0,0
71,Al-Musrati,ly LBY,MF,MF,Hellas Verona,it Serie A,29,1996,9.4,0,9,1,11.1,0.96,0.11,0,0,0,0
72,David Alaba,at AUT,DF,DF,Real Madrid,es La Liga,33,1992,4.7,0,4,1,25,0.85,0.21,0,0,0,0
73,Agustín Albarracín,uy URU,FW,FW,Cagliari,it Serie A,19,2005,0.4,0,0,0,0,0,0,0,0,0,0
74,Mathis Albert,us USA,FW,FW,Dortmund,de Bundesliga,16,2009,0,0,0,0,0,0,0,0,0,0,0
75,Raúl Albiol,es ESP,DF,DF,Pisa,it Serie A,39,1985,5.6,0,1,0,0,0.18,0,0,0,0,0
76,Carlos Alcaraz,ar ARG,MF,MF,Everton,eng Premier League,22,2002,7.7,0,20,5,25,2.61,0.65,0,0,0,0
77,Omar Alderete,py PAR,DF,DF,Sunderland,eng Premier League,28,1996,31.1,1,24,9,37.5,0.77,0.29,0.04,0.11,0,0
78,Alexandre Alemão,br BRA,FW,FW,Rayo Vallecano,es La Liga,27,1998,12.6,4,26,12,46.2,2.06,0.95,0.15,0.33,0,0
79,Carles Aleñá,es ESP,MF,MF,Alavés,es La Liga,27,1998,22.1,0,29,5,17.2,1.31,0.23,0,0,0,0
80,Trent Alexander-Arnold,eng ENG,DF,DF,Real Madrid,es La Liga,26,1998,12.9,0,10,2,20,0.77,0.15,0,0,0,0
81,Alfon,es ESP,MF,MF,Villarreal,es La Liga,26,1999,3.7,1,6,3,50,1.62,0.81,0.17,0.33,0,0
82,Alfon,es ESP,MF,MF,Sevilla,es La Liga,26,1999,3.5,1,11,7,63.6,3.17,2.02,0.09,0.14,0,0
83,Mohamed Ali Cho,fr FRA,FWMF,FW,Nice,fr Ligue 1,21,2004,18.5,4,32,14,43.8,1.73,0.76,0.13,0.29,0,0
84,Alisson,br BRA,GK,GK,Liverpool,eng Premier League,32,1992,26,0,0,0,0,0,0,0,0,0,0
85,Jim Allevinah,ga GAB,MF,MF,Angers,fr Ligue 1,30,1995,1.5,1,5,1,20,3.38,0.68,0.2,1,0,0
86,Max Alleyne,eng ENG,DF,DF,Manchester City,eng Premier League,20,2005,1.5,0,2,1,50,1.33,0.67,0,0,0,0
87,Thiago Almada,ar ARG,MFFW,MF,Atlético Madrid,es La Liga,24,2001,14.6,3,21,10,47.6,1.44,0.69,0.14,0.3,0,0
88,André Almeida,pt POR,MF,MF,Valencia,es La Liga,25,2000,11.3,0,9,3,33.3,0.8,0.27,0,0,0,0
89,Pontus Almqvist,se SWE,MF,MF,Parma,it Serie A,26,1999,5.1,0,5,2,40,0.98,0.39,0,0,0,0
90,Marcos Alonso,es ESP,DF,DF,Celta Vigo,es La Liga,34,1990,30.8,1,24,3,12.5,0.78,0.1,0,0,1,1
91,Adrià Altimira,es ESP,DFMF,DF,Villarreal,es La Liga,24,2001,0.1,0,0,0,0,0,0,0,0,0,0
92,Sergi Altimira,es ESP,MF,MF,Real Betis,es La Liga,23,2001,13.2,1,7,3,42.9,0.53,0.23,0.14,0.33,0,0
93,Carlos Álvarez,es ESP,MF,MF,Levante,es La Liga,21,2003,21,3,30,11,36.7,1.43,0.52,0.1,0.27,0,0
94,Hugo Álvarez,es ESP,FWMF,FW,Celta Vigo,es La Liga,22,2003,14.9,4,14,8,57.1,0.94,0.54,0.29,0.5,0,0
95,Julián Álvarez,ar ARG,FW,FW,Atlético Madrid,es La Liga,25,2000,21.1,8,54,26,48.1,2.56,1.23,0.11,0.23,2,3
96,Yeray Álvarez,es ESP,DF,DF,Athletic Club,es La Liga,30,1995,5.7,0,1,0,0,0.18,0,0,0,0,0
97,Skelly Alvero,fr FRA,MF,MF,Werder Bremen,de Bundesliga,23,2002,0.4,0,0,0,0,0,0,0,0,0,0
98,Alysson,br BRA,MF,MF,Aston Villa,eng Premier League,19,2006,0.5,0,1,0,0,1.84,0,0,0,0,0
99,Ayoube Amaimouni,ma MAR,MFFW,MF,Frankfurt,de Bundesliga,20,2004,6.5,2,12,7,58.3,1.84,1.08,0.17,0.29,0,0
100,Jaydon Amauri Banel,nl NED,FWMF,FW,Burnley,eng Premier League,20,2004,0.1,0,0,0,0,0,0,0,0,0,0
101,Giuseppe Ambrosino,it ITA,FW,FW,Napoli,it Serie A,21,2003,0.4,0,0,0,0,0,0,0,0,0,0
102,Zeki Amdouni,ch SUI,FWMF,FW,Burnley,eng Premier League,24,2000,0.8,0,3,1,33.3,3.7,1.23,0,0,0,0
103,Aurèle Amenda,ch SUI,DF,DF,Frankfurt,de Bundesliga,22,2003,18.6,0,10,2,20,0.54,0.11,0,0,0,0
104,Kelvin Amian,fr FRA,DF,DF,Nantes,fr Ligue 1,27,1998,21.8,0,10,2,20,0.46,0.09,0,0,0,0
105,Michael Amir Murillo,pa PAN,DFMF,DF,Marseille,fr Ligue 1,29,1996,11,2,9,2,22.2,0.82,0.18,0.22,1,0,0
106,Nadiem Amiri,de GER,MF,MF,Mainz 05,de Bundesliga,28,1996,23.1,12,54,22,40.7,2.33,0.95,0.07,0.18,8,8
107,Samuel Amo-Ameyaw,eng ENG,MFDF,MF,Strasbourg,fr Ligue 1,19,2006,11.6,2,17,5,29.4,1.46,0.43,0.12,0.4,0,0
108,Amorim,br BRA,MF,MF,Genoa,it Serie A,20,2005,6.1,0,2,0,0,0.33,0,0,0,0,0
109,Mathis Amougou,fr FRA,MF,MF,Strasbourg,fr Ligue 1,19,2006,4.5,0,3,2,66.7,0.66,0.44,0,0,0,0
110,Mohamed Amoura,dz ALG,FWMF,FW,Wolfsburg,de Bundesliga,25,2000,21.3,8,60,19,31.7,2.81,0.89,0.12,0.37,1,1
111,Ethan Ampadu,wls WAL,MF,MF,Leeds United,eng Premier League,24,2000,34.7,1,26,6,23.1,0.75,0.17,0.04,0.17,0,0
112,Sofyan Amrabat,ma MAR,MF,MF,Real Betis,es La Liga,28,1996,14.4,0,8,1,12.5,0.56,0.07,0,0,0,0
113,Joachim Andersen,dk DEN,DF,DF,Fulham,eng Premier League,29,1996,31.9,0,16,4,25,0.5,0.13,0,0,0,0
114,Elliot Anderson,eng ENG,MF,MF,Nottingham,eng Premier League,22,2002,37,4,44,10,22.7,1.19,0.27,0.07,0.3,1,1
115,Tomoya Ando,jp JPN,DF,DF,St Pauli,de Bundesliga,26,1999,14,0,8,2,25,0.57,0.14,0,0,0,0
116,Nícolas Andrade,br BRA,GK,GK,Pisa,it Serie A,37,1988,6,0,0,0,0,0,0,0,0,0,0
117,André,br BRA,MF,MF,Wolves,eng Premier League,24,2001,30.7,1,15,1,6.7,0.49,0.03,0.07,1,0,0
118,Benjamin André,fr FRA,MF,MF,Lille,fr Ligue 1,34,1990,25.9,2,27,6,22.2,1.04,0.23,0.07,0.33,0,0
119,Robert Andrich,de GER,DFMF,DF,Leverkusen,de Bundesliga,30,1994,28.3,2,12,3,25,0.42,0.11,0.17,0.67,0,0
120,Manuel Ángel,es ESP,MF,MF,Real Madrid,es La Liga,21,2004,1.1,0,2,1,50,1.87,0.94,0,0,0,0
121,Miguel Ángel Rubio,es ESP,DF,DF,Espanyol,es La Liga,27,1998,2.3,1,2,1,50,0.87,0.44,0.5,1,0,0
122,Miguel Ángel Sierra,es ESP,FW,FW,Sevilla,es La Liga,21,2004,0.7,0,4,1,25,5.81,1.45,0,0,0,0
123,Angeliño,es ESP,MF,MF,Roma,it Serie A,28,1997,4.6,0,5,2,40,1.08,0.43,0,0,0,0
124,Samuele Angori,it ITA,MF,MF,Pisa,it Serie A,21,2003,28.9,0,14,3,21.4,0.48,0.1,0,0,0,0
125,Frank Anguissa,cm CMR,MF,MF,Napoli,it Serie A,29,1995,14,4,23,9,39.1,1.65,0.64,0.17,0.44,0,0
126,Nilson Angulo,ec ECU,MF,MF,Sunderland,eng Premier League,22,2003,4.5,0,7,3,42.9,1.56,0.67,0,0,0,0
127,Faustino Anjorin,eng ENG,MF,MF,Torino,it Serie A,23,2001,3.2,0,4,1,25,1.25,0.31,0,0,0,0
128,Ilyas Ansah,de GER,MFFW,MF,Union Berlin,de Bundesliga,20,2004,21,5,33,12,36.4,1.57,0.57,0.15,0.42,0,0
129,Aaron Anselmino,ar ARG,DF,DF,Dortmund,de Bundesliga,20,2005,4.1,1,1,1,100,0.24,0.24,1,1,0,0
130,Aaron Anselmino,ar ARG,DF,DF,Strasbourg,fr Ligue 1,20,2005,0.2,0,0,0,0,0,0,0,0,0,0
131,Andrés Antañón,es ESP,FW,FW,Celta Vigo,es La Liga,18,2007,0.7,0,2,2,100,2.86,2.86,0,0,0,0
132,Jaidon Anthony,eng ENG,MF,MF,Burnley,eng Premier League,25,1999,30.2,8,55,23,41.8,1.82,0.76,0.15,0.35,0,0
133,Waldemar Anton,de GER,DF,DF,Dortmund,de Bundesliga,29,1996,32,2,16,6,37.5,0.5,0.19,0.13,0.33,0,0
134,Kyllian Antonio,fr FRA,DF,DF,Lens,fr Ligue 1,17,2008,2.1,0,1,0,0,0.47,0,0,0,0,0
135,Antoniu,es ESP,MF,MF,Espanyol,es La Liga,22,2002,3.2,0,5,1,20,1.56,0.31,0,0,0,0
136,Antony,br BRA,MFFW,MF,Real Betis,es La Liga,25,2000,27.2,8,90,34,37.8,3.31,1.25,0.09,0.24,0,0
137,Youssef El-Arabi,ma MAR,FW,FW,Nantes,fr Ligue 1,38,1987,10.5,3,15,9,60,1.43,0.86,0.2,0.33,0,1
138,Mauro Arambarri,uy URU,MF,MF,Getafe,es La Liga,29,1995,36.1,6,58,19,32.8,1.61,0.53,0.07,0.21,2,3
139,Jon Aramburu,ve VEN,DF,DF,Real Sociedad,es La Liga,23,2002,30.8,1,21,5,23.8,0.68,0.16,0.05,0.2,0,0
140,Juan Arango,ve VEN,MF,MF,Girona,es La Liga,19,2006,0.2,0,0,0,0,0,0,0,0,0,0
141,Ronald Araújo,uy URU,DF,DF,Barcelona,es La Liga,26,1999,11.9,3,12,5,41.7,1.01,0.42,0.25,0.6,0,0
142,Carlens Arcus,ht HAI,DF,DF,Angers,fr Ligue 1,29,1996,22.7,0,9,1,11.1,0.4,0.04,0,0,0,0
143,Antonio Arena,it ITA,FW,FW,Roma,it Serie A,16,2009,0.3,0,2,0,0,7.83,0,0,0,0,0
144,Alphonse Areola,fr FRA,GK,GK,West Ham,eng Premier League,32,1993,20,0,0,0,0,0,0,0,0,0,0
145,Jesús Areso,es ESP,DF,DF,Athletic Club,es La Liga,26,1999,16.7,0,3,0,0,0.18,0,0,0,0,0
146,Jeremy Arévalo,ec ECU,FW,FW,Stuttgart,de Bundesliga,20,2005,0.4,0,3,1,33.3,7.11,2.37,0,0,0,0
147,Paul Argney,fr FRA,GK,GK,Le Havre,fr Ligue 1,19,2006,1,0,0,0,0,0,0,0,0,0,0
148,Iñigo Arguibide,es ESP,DF,DF,Osasuna,es La Liga,20,2005,2.1,0,0,0,0,0,0,0,0,0,0
149,Jhon Arias,co COL,FWMF,FW,Wolves,eng Premier League,27,1997,12.5,1,16,3,18.8,1.28,0.24,0.06,0.33,0,0
150,Juan Arizala,co COL,MF,MF,Udinese,it Serie A,19,2005,2.1,0,1,1,100,0.47,0.47,0,0,0,0
151,Adam Armstrong,eng ENG,FWMF,FW,Wolves,eng Premier League,28,1997,12.7,2,18,6,33.3,1.42,0.47,0.06,0.17,1,1
152,Harrison Armstrong,eng ENG,MF,MF,Everton,eng Premier League,18,2007,5.9,0,5,2,40,0.85,0.34,0,0,0,0
153,Maximilian Arnold,de GER,MF,MF,Wolfsburg,de Bundesliga,31,1994,20.7,1,13,5,38.5,0.63,0.24,0.08,0.2,0,0
154,Tolu Arokodare,ng NGA,FW,FW,Wolves,eng Premier League,24,2000,15.8,3,46,16,34.8,2.92,1.01,0.07,0.19,0,1
155,Love Arrhov,se SWE,MF,MF,Frankfurt,de Bundesliga,17,2008,0.7,0,0,0,0,0,0,0,0,0,0
156,Kervin Arriaga,hn HON,MF,MF,Levante,es La Liga,27,1998,17,3,16,6,37.5,0.94,0.35,0.19,0.5,0,0
157,Kepa Arrizabalaga,es ESP,GK,GK,Arsenal,eng Premier League,30,1994,1,0,0,0,0,0,0,0,0,0,0
158,Arthur,br BRA,MF,MF,Leverkusen,de Bundesliga,22,2003,12.6,1,10,2,20,0.79,0.16,0.1,0.5,0,0
159,Takuma Asano,jp JPN,MFFW,MF,Mallorca,es La Liga,30,1994,7.4,1,17,2,11.8,2.3,0.27,0.06,0.5,0,0
160,Raúl Asencio,es ESP,DF,DF,Real Madrid,es La Liga,22,2003,19,2,14,4,28.6,0.74,0.21,0.14,0.5,0,0
161,Fisnik Asllani,xk KVX,FWMF,FW,Hoffenheim,de Bundesliga,22,2002,25.9,10,73,28,38.4,2.81,1.08,0.14,0.36,0,0
162,Kristjan Asllani,al ALB,MF,MF,Torino,it Serie A,23,2002,12.5,0,20,4,20,1.59,0.32,0,0,0,1
163,Joel Asoro,se SWE,FW,FW,Metz,fr Ligue 1,26,1999,2.5,0,4,1,25,1.59,0.4,0,0,0,0
164,Iago Aspas,es ESP,FWMF,FW,Celta Vigo,es La Liga,37,1987,12.7,5,28,12,42.9,2.21,0.95,0.11,0.25,2,2
165,Yaser Asprilla,co COL,FWMF,FW,Girona,es La Liga,21,2003,6.8,0,15,5,33.3,2.21,0.74,0,0,0,0
166,Lorenz Assignon,tg TOG,DFMF,DF,Stuttgart,de Bundesliga,25,2000,12.2,0,12,4,33.3,0.99,0.33,0,0,0,0
167,Dehmaine Assoumani,fr FRA,MF,MF,Nantes,fr Ligue 1,20,2005,14.2,1,29,7,24.1,2.05,0.49,0.03,0.14,0,0
168,Lander Astiazaran,es ESP,MF,MF,Real Sociedad,es La Liga,19,2006,0,0,1,0,0,90,0,0,0,0,0
169,Otavio Ataide,br BRA,DF,DF,Paris FC,fr Ligue 1,23,2002,21.1,1,12,3,25,0.57,0.14,0.08,0.33,0,0
170,Zachary Athekame,ch SUI,MFDF,MF,Milan,it Serie A,20,2004,9.3,2,13,4,30.8,1.4,0.43,0.15,0.5,0,0
171,Arthur Atta,fr FRA,MF,MF,Udinese,it Serie A,22,2003,28.4,5,57,20,35.1,2.01,0.7,0.09,0.25,0,0
172,Noah Atubolu,de GER,GK,GK,Freiburg,de Bundesliga,23,2002,34,0,0,0,0,0,0,0,0,0,0
173,Pierre-Emerick Aubameyang,ga GAB,FW,FW,Marseille,fr Ligue 1,36,1989,22.7,10,60,34,56.7,2.65,1.5,0.17,0.29,0,0
174,Emil Audero,id IDN,GK,GK,Cremonese,it Serie A,28,1997,34,0,0,0,0,0,0,0,0,0,0
175,Carlos Augusto,br BRA,MFDF,MF,Inter,it Serie A,26,1999,19.6,1,20,6,30,1.02,0.31,0.05,0.17,0,0
176,Yann Aurel Bisseck,de GER,DF,DF,Inter,it Serie A,24,2000,21.4,3,25,12,48,1.17,0.56,0.12,0.25,0,0
177,Leon Avdullahu,xk KVX,MF,MF,Hoffenheim,de Bundesliga,21,2004,31.5,0,14,2,14.3,0.44,0.06,0,0,0,0
178,Ezequiel Ávila,ar ARG,FW,FW,Real Betis,es La Liga,31,1994,4.2,1,8,2,25,1.89,0.47,0,0,1,1
179,Arthur Avom,cm CMR,MF,MF,Lorient,fr Ligue 1,20,2004,23.5,2,21,6,28.6,0.89,0.25,0.1,0.33,0,0
180,Chidozie Awaziem,ng NGA,DF,DF,Nantes,fr Ligue 1,28,1997,24.8,1,11,4,36.4,0.44,0.16,0.09,0.25,0,0
181,Taiwo Awoniyi,ng NGA,FW,FW,Nottingham,eng Premier League,27,1997,5.5,4,15,8,53.3,2.73,1.46,0.27,0.5,0,0
182,Yasin Ayari,se SWE,MF,MF,Brighton,eng Premier League,21,2003,21.4,3,41,10,24.4,1.91,0.47,0.07,0.3,0,0
183,Neil El Aynaoui,ma MAR,MF,MF,Roma,it Serie A,24,2001,11.1,1,6,4,66.7,0.54,0.36,0.17,0.25,0,0
184,Ilyas Azizi,fr FRA,FW,FW,Toulouse,fr Ligue 1,17,2008,0.3,0,1,0,0,3.1,0,0,0,0,0
185,César Azpilicueta,es ESP,DF,DF,Sevilla,es La Liga,35,1989,13.5,0,1,0,0,0.07,0,0,0,0,0
186,Oussama El Azzouzi,ma MAR,MFDF,MF,Auxerre,fr Ligue 1,24,2001,9,1,5,1,20,0.56,0.11,0.2,1,0,0
187,Mio Backhaus,de GER,GK,GK,Werder Bremen,de Bundesliga,21,2004,32,0,0,0,0,0,0,0,0,0,0
188,Loïc Bade,fr FRA,DF,DF,Leverkusen,de Bundesliga,25,2000,18.4,0,12,4,33.3,0.65,0.22,0,0,0,0
189,Benoît Badiashile,fr FRA,DF,DF,Chelsea,eng Premier League,24,2001,5.2,0,0,0,0,0,0,0,0,0,0
190,Álex Baena,es ESP,MFFW,MF,Atlético Madrid,es La Liga,24,2001,17.3,2,29,7,24.1,1.67,0.4,0.07,0.29,0,0
191,Samson Baidoo,at AUT,DF,DF,Lens,fr Ligue 1,21,2004,20.3,2,16,4,25,0.79,0.2,0.13,0.5,0,0
192,Leon Bailey,jm JAM,MF,MF,Aston Villa,eng Premier League,27,1997,5.1,0,8,1,12.5,1.57,0.2,0,0,0,0
193,Leon Bailey,jm JAM,FW,FW,Roma,it Serie A,27,1997,2.1,0,3,1,33.3,1.45,0.48,0,0,0,0
194,Eric Bailly,ci CIV,DF,DF,Oviedo,es La Liga,31,1994,13.7,1,6,1,16.7,0.44,0.07,0.17,1,0,0
195,Theo Bair,ca CAN,FW,FW,Auxerre,fr Ligue 1,25,1999,0.1,0,0,0,0,0,0,0,0,0,0
196,Cédric Bakambu,cd COD,FW,FW,Real Betis,es La Liga,34,1991,6.3,3,21,9,42.9,3.32,1.42,0.14,0.33,0,0
197,Johan Bakayoko,be BEL,FWMF,FW,RB Leipzig,de Bundesliga,22,2003,8.6,2,24,9,37.5,2.78,1.04,0.08,0.22,0,0
198,Mitchel Bakker,nl NED,DFMF,DF,Atalanta,it Serie A,25,2000,0.1,0,0,0,0,0,0,0,0,0,0
199,Darryl Bakola,fr FRA,MF,MF,Marseille,fr Ligue 1,17,2007,0.8,0,2,1,50,2.4,1.2,0,0,0,0
200,Darryl Bakola,fr FRA,MF,MF,Sassuolo,it Serie A,17,2007,1.4,0,3,1,33.3,2.11,0.7,0,0,0,0
201,Ridle Baku,de GER,DF,DF,RB Leipzig,de Bundesliga,27,1998,27.8,2,30,6,20,1.08,0.22,0.07,0.33,0,0
202,Dilane Bakwa,fr FRA,FWMF,FW,Strasbourg,fr Ligue 1,22,2002,1.2,1,2,1,50,1.68,0.84,0.5,1,0,0
203,Dilane Bakwa,fr FRA,MF,MF,Nottingham,eng Premier League,22,2002,6.1,0,9,3,33.3,1.46,0.49,0,0,0,0
204,Luís Balbo,ve VEN,DF,DF,Fiorentina,it Serie A,19,2006,2.4,0,0,0,0,0,0,0,0,0,0
205,Tommaso Baldanzi,it ITA,MF,MF,Genoa,it Serie A,22,2003,4.4,0,9,3,33.3,2.03,0.68,0,0,0,0
206,Tommaso Baldanzi,it ITA,FWMF,FW,Roma,it Serie A,22,2003,4.3,1,11,4,36.4,2.56,0.93,0.09,0.25,0,0
207,Alejandro Balde,es ESP,DF,DF,Barcelona,es La Liga,21,2003,20.8,0,10,1,10,0.48,0.05,0,0,0,0
208,Fabio Baldé,pt POR,FWMF,FW,Hamburger SV,de Bundesliga,20,2005,5,1,9,4,44.4,1.81,0.8,0.11,0.25,0,0
209,Carlos Baleba,cm CMR,MF,MF,Brighton,eng Premier League,21,2004,18.4,0,20,2,10,1.09,0.11,0,0,0,0
210,Leonardo Balerdi,ar ARG,DF,DF,Marseille,fr Ligue 1,26,1999,22.2,0,20,5,25,0.9,0.22,0,0,0,0
211,Daniel Ballard,nir NIR,DF,DF,Sunderland,eng Premier League,25,1999,23.9,2,26,9,34.6,1.09,0.38,0.08,0.22,0,0
212,Carlos Ballestero,es ESP,DF,DF,Alavés,es La Liga,21,2004,0,0,0,0,0,0,0,0,0,0,0
213,Iván Balliu,al ALB,DF,DF,Rayo Vallecano,es La Liga,33,1992,6.5,0,4,0,0,0.62,0,0,0,0,0
214,Fodé Ballo-Touré,sn SEN,DFMF,DF,Metz,fr Ligue 1,28,1997,9.3,0,5,1,20,0.54,0.11,0,0,0,0
215,Folarin Balogun,us USA,FW,FW,Monaco,fr Ligue 1,24,2001,24.8,13,77,32,41.6,3.11,1.29,0.13,0.31,3,3
216,Abdoulaye Bamba,ci CIV,DF,DF,Angers,fr Ligue 1,35,1990,2.8,0,1,1,100,0.35,0.35,0,0,0,0
217,Aladji Bamba,fr FRA,MF,MF,Monaco,fr Ligue 1,19,2006,9.1,0,2,1,50,0.22,0.11,0,0,0,0
218,Mohamed Bamba,ci CIV,FW,FW,Lorient,fr Ligue 1,23,2001,7.6,1,13,6,46.2,1.72,0.79,0.08,0.17,0,1
219,Lameck Banda,zm ZAM,MFFW,MF,Lecce,it Serie A,24,2001,19.5,5,38,15,39.5,1.95,0.77,0.13,0.33,0,0
220,Noahkai Banks,us USA,DF,DF,Augsburg,de Bundesliga,18,2006,19.2,1,9,5,55.6,0.47,0.26,0.11,0.2,0,0
221,Ezechiel Banzuzi,nl NED,MF,MF,RB Leipzig,de Bundesliga,20,2005,6.6,0,15,4,26.7,2.26,0.6,0,0,0,0
222,Tommaso Barbieri,it ITA,MF,MF,Cremonese,it Serie A,22,2002,19,0,16,2,12.5,0.84,0.11,0,0,0,0
223,Valentín Barco,ar ARG,MF,MF,Strasbourg,fr Ligue 1,21,2004,24.1,2,27,10,37,1.12,0.42,0.07,0.2,0,0
224,Bradley Barcola,fr FRA,FW,FW,PSG,fr Ligue 1,22,2002,19.4,11,66,30,45.5,3.41,1.55,0.17,0.37,0,0
225,Melvin Bard,fr FRA,DFMF,DF,Nice,fr Ligue 1,24,2000,26.6,2,15,5,33.3,0.56,0.19,0.13,0.4,0,0
226,Roony Bardghji,se SWE,MFFW,MF,Barcelona,es La Liga,19,2005,7.2,1,22,12,54.5,3.06,1.67,0.05,0.08,0,0
227,Nicolò Barella,it ITA,MF,MF,Inter,it Serie A,28,1997,28,3,35,5,14.3,1.25,0.18,0.09,0.6,0,0
228,Kike Barja,es ESP,MF,MF,Osasuna,es La Liga,28,1997,5,2,8,4,50,1.61,0.81,0.25,0.5,0,0
229,Ross Barkley,eng ENG,MF,MF,Aston Villa,eng Premier League,31,1993,9.5,3,18,8,44.4,1.89,0.84,0.17,0.38,0,0
230,Ashley Barnes,eng ENG,FWMF,FW,Burnley,eng Premier League,35,1989,0.5,0,2,1,50,3.91,1.96,0,0,0,0
231,Harvey Barnes,eng ENG,FWMF,FW,Newcastle,eng Premier League,27,1997,21.8,7,58,21,36.2,2.66,0.96,0.12,0.33,0,0
232,Ander Barrenetxea,es ESP,MF,MF,Real Sociedad,es La Liga,23,2001,19.6,3,35,11,31.4,1.79,0.56,0.09,0.27,0,0
233,Pablo Barrios,es ESP,MF,MF,Atlético Madrid,es La Liga,22,2003,18.5,1,23,6,26.1,1.25,0.33,0.04,0.17,0,0
234,Thierno Barry,fr FRA,FW,FW,Everton,eng Premier League,22,2002,21.3,8,38,14,36.8,1.79,0.66,0.21,0.57,0,0
235,Davide Bartesaghi,it ITA,MFDF,MF,Milan,it Serie A,19,2005,27.1,2,22,7,31.8,0.81,0.26,0.09,0.29,0,0
236,Marc Bartra,es ESP,DF,DF,Real Betis,es La Liga,34,1991,22,1,16,5,31.3,0.73,0.23,0.06,0.2,0,0
237,Federico Baschirotto,it ITA,DF,DF,Cremonese,it Serie A,28,1996,28.2,2,12,5,41.7,0.43,0.18,0.17,0.4,0,0
238,Toma Bašić,hr CRO,MF,MF,Lazio,it Serie A,28,1996,19.3,2,30,12,40,1.56,0.62,0.07,0.17,0,0
239,Calvin Bassey,ng NGA,DF,DF,Fulham,eng Premier League,25,1999,28.2,1,12,1,8.3,0.43,0.04,0.08,1,0,0
240,Alessandro Bastoni,it ITA,DF,DF,Inter,it Serie A,26,1999,24.9,1,17,8,47.1,0.68,0.32,0.06,0.13,0,0
241,Augusto Batalla,ar ARG,GK,GK,Rayo Vallecano,es La Liga,29,1996,34,0,0,0,0,0,0,0,0,0,0
242,Michy Batshuayi,be BEL,FW,FW,Frankfurt,de Bundesliga,31,1993,1.5,1,5,1,20,3.24,0.65,0,0,1,1
243,Martin Baturina,hr CRO,MFFW,MF,Como,it Serie A,22,2003,17.4,6,28,9,32.1,1.61,0.52,0.21,0.67,0,0
244,Daniel Batz,de GER,GK,GK,Mainz 05,de Bundesliga,34,1991,21,0,0,0,0,0,0,0,0,0,0
245,Elias Baum,de GER,DF,DF,Frankfurt,de Bundesliga,19,2005,0.8,0,0,0,0,0,0,0,0,0,0
246,Oliver Baumann,de GER,GK,GK,Hoffenheim,de Bundesliga,35,1990,34,0,0,0,0,0,0,0,0,0,0
247,Christoph Baumgartner,at AUT,MF,MF,RB Leipzig,de Bundesliga,25,1999,30.9,13,81,35,43.2,2.62,1.13,0.16,0.37,0,1
248,Altay Bayındır,tr TUR,GK,GK,Manchester Utd,eng Premier League,27,1998,6,0,0,0,0,0,0,0,0,0,0
249,Vakoun Bayo,ci CIV,FW,FW,Udinese,it Serie A,28,1997,5,0,14,2,14.3,2.78,0.4,0,0,0,0
250,Ihlas Bebou,tg TOG,FWMF,FW,Hoffenheim,de Bundesliga,31,1994,2.1,0,5,2,40,2.37,0.95,0,0,0,0
251,Samu Becerra,es ESP,MF,MF,Rayo Vallecano,es La Liga,19,2006,0.1,0,0,0,0,0,0,0,0,0,0
252,Adrian Beck,de GER,MF,MF,Heidenheim,de Bundesliga,28,1997,9.6,1,11,4,36.4,1.14,0.41,0.09,0.25,0,0
253,Sheraldo Becker,sr SUR,FWMF,FW,Osasuna,es La Liga,30,1995,1.8,0,3,0,0,1.71,0,0,0,0,0
254,Sheraldo Becker,sr SUR,FW,FW,Mainz 05,de Bundesliga,30,1995,10.5,3,29,15,51.7,2.76,1.43,0.1,0.2,0,0
255,Donny van de Beek,nl NED,MF,MF,Girona,es La Liga,28,1997,0.5,0,2,1,50,4.39,2.2,0,0,0,0
256,Tjaš Begić,si SVN,MF,MF,Parma,it Serie A,22,2003,0,0,0,0,0,0,0,0,0,0,0
257,Hannes Behrens,de GER,DFMF,DF,Heidenheim,de Bundesliga,20,2005,14.6,1,9,4,44.4,0.61,0.27,0.11,0.25,0,0
258,Maximilian Beier,de GER,MFFW,MF,Dortmund,de Bundesliga,22,2002,22.5,9,50,20,40,2.22,0.89,0.18,0.45,0,0
259,Luken Beitia,es ESP,DF,DF,Real Sociedad,es La Liga,21,2004,1.1,0,0,0,0,0,0,0,0,0,0
